Current road restrictions
ID,Road,Name,District,Latitude,Longitude,RoadClass,Planned,SeverityOverride,Source,CreatedTime,LastUpdated,StartTime,EndTime,WorkPeriod,Expired,Signing,Notification,WorkEventType,Contractor,PermitType,Description,SpecialEvent,FromRoad,ToRoad,AtRoad,DirectionsAffected,Type,SubType,ScheduleMonday,ScheduleTuesday,ScheduleWednesday,ScheduleThursday,ScheduleFriday,ScheduleSaturday,ScheduleSunday,ScheduleEveryday,URL,GeoPolyline,MaxImpact,CurrImpact
"Tor-RD52026-1355","Noranda Dr","Noranda Dr 16 m East of Brookhaven Dr to end of road","NORTH YORK","43.699940","-79.494130","Local Road","1","0","{"tabledata":[{"Option":"Transportation Services"","1779721187000","1780138803000","1776855600000","1782687600000","Daily","0","","","{"tabledata":[{"Option":"Transportation Services"","2489960 Ontario Inc (KORE Infrastructure Group)","{"tabledata":[{"Option":"Transportation Services"","Toronto-TMC: COT Contract: 25ECS-RD-104LR - Surface Works 

Residents access through the street will be maintained at all times.","No","Brookhaven Dr","road","","BOTH_DIRECTIONS","ROAD_CLOSED","ROAD_CLOSED_CONSTRUCTION","","","","","","","","07:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.494130,43.699940],[-79.492690,43.700250],[-79.492560,43.700290],[-79.492400,43.700340],[-79.492280,43.700380],[-79.492160,43.700430],[-79.491890,43.700520],[-79.491700,43.700570],[-79.491550,43.700600],[-79.491390,43.700610],[-79.491220,43.700620],[-79.490680,43.700660],[-79.490390,43.700680],[-79.490390,43.700680],[-79.490030,43.700840]","Low","Low"
"Tor-RD52026-874-6","Sunbeam Ave","Sunbeam Ave 10 m East of Wilson Heights Blvd to 6 m West of Faywood Blvd","NORTH YORK","43.739520","-79.451070","Local Road","1","0","{"tabledata":[{"Option":"Toronto Water"","1775659036000","1780138803000","1775559600000","1797631200000","Daily","0","","","{"tabledata":[{"Option":"Toronto Water"","Robert B Somerville Co Ltd","{"tabledata":[{"Option":"Toronto Water"","Toronto-TMC: Part of the CIPP Watermain Rehabilitation Program going on in Toronto.   Being executed under City of Toronto Contract # 26TW-CPI-02CWD.","No","Wilson Heights Blvd","Faywood Blvd","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-17:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.451070,43.739520],[-79.447750,43.740210]","Low","Low"
"Tor-RD52026-874-7","Sunbeam Ave","Sunbeam Ave 6 m West of Faywood Blvd to Faywood Blvd","NORTH YORK","43.740210","-79.447750","Local Road","1","0","{"tabledata":[{"Option":"Toronto Water"","1775659036000","1780138803000","1775559600000","1797631200000","Daily","0","","","{"tabledata":[{"Option":"Toronto Water"","Robert B Somerville Co Ltd","{"tabledata":[{"Option":"Toronto Water"","Toronto-TMC: Part of the CIPP Watermain Rehabilitation Program going on in Toronto.   Being executed under City of Toronto Contract # 26TW-CPI-02CWD.","No","Faywood Blvd","Faywood Blvd","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-17:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.447750,43.740210],[-79.447680,43.740230]","Low","Low"
"Tor-RD52026-874-8","Faywood Blvd","Faywood Blvd from Sunbeam Ave to Faith Ave","NORTH YORK","43.740230","-79.447680","Unknown","1","0","{"tabledata":[{"Option":"Toronto Water"","1775659036000","1780138803000","1775559600000","1797631200000","Daily","0","","","{"tabledata":[{"Option":"Toronto Water"","Robert B Somerville Co Ltd","{"tabledata":[{"Option":"Toronto Water"","Toronto-TMC: Part of the CIPP Watermain Rehabilitation Program going on in Toronto.   Being executed under City of Toronto Contract # 26TW-CPI-02CWD.","No","Sunbeam Ave","Faith Ave","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-17:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.447680,43.740230],[-79.447430,43.739130]","Low","Low"
"Tor-RD1H2026-985-8","Eagle Rd","Eagle Rd 13 m South of Meadowvale Dr to 17 m North of Van Dusen Blvd","ETOBICOKE","43.643560","-79.519270","Local Road","1","0","Toronto Hydro","1779668712000","1780138803000","1779793200000","1788210000000","Daily","0","","","Toronto Hydro","Valard Construction LP","Toronto Hydro","Toronto-TMC: Overhead Conversion Project.","No","Meadowvale Dr","Van Dusen Blvd","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-17:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.519270,43.643560],[-79.518760,43.642370]","Low","Low"
"Tor-RD1H2026-985-9","Lothian Ave","Lothian Ave 24 m North of Van Dusen Blvd to 12 m South of Van Dusen Blvd","ETOBICOKE","43.642200","-79.519900","Local Road","1","0","Toronto Hydro","1779668712000","1780138803000","1779793200000","1788210000000","Daily","0","","","Toronto Hydro","Valard Construction LP","Toronto Hydro","Toronto-TMC: Overhead Conversion Project.","No","Van Dusen Blvd","Van Dusen Blvd","","BOTH_DIRECTIONS","CONSTRUCTION","","","","","","","","","07:00-17:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.519900,43.642200],[-79.519820,43.641990],[-79.519820,43.641990],[-79.519770,43.641880]","Low","Low"
"Tor-RD1H2026-985-10","Van Dusen Blvd","Van Dusen Blvd 9 m West of Lothian Ave to 12 m East of Lothian Ave","ETOBICOKE","43.641970","-79.519920","Local Road","1","0","Toronto Hydro","1779668712000","1780138803000","1779793200000","1788210000000","Daily","0","","","Toronto Hydro","Valard Construction LP","Toronto Hydro","Toronto-TMC: Overhead Conversion Project.","No","Lothian Ave","Lothian Ave","","BOTH_DIRECTIONS","CONSTRUCTION","","","","","","","","","07:00-17:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.519920,43.641970],[-79.519820,43.641990],[-79.519820,43.641990],[-79.519670,43.642020]","Low","Low"
"Tor-RD1H2026-985-11","Van Dusen Blvd","Van Dusen Blvd 14 m East of Lothian Ave to 10 m West of Eagle Rd","ETOBICOKE","43.642020","-79.519650","Local Road","1","0","Toronto Hydro","1779668712000","1780138803000","1779793200000","1788210000000","Daily","0","","","Toronto Hydro","Valard Construction LP","Toronto Hydro","Toronto-TMC: Overhead Conversion Project.","No","Lothian Ave","Eagle Rd","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-17:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.519650,43.642020],[-79.518820,43.642200]","Low","Low"
"Tor-RD1H2026-985-12","Van Dusen Blvd","Van Dusen Blvd 9 m West of Eagle Rd to 9 m East of Eagle Rd","ETOBICOKE","43.642200","-79.518800","Local Road","1","0","Toronto Hydro","1779668712000","1780138803000","1779793200000","1788210000000","Daily","0","","","Toronto Hydro","Valard Construction LP","Toronto Hydro","Toronto-TMC: Overhead Conversion Project.","No","Eagle Rd","Eagle Rd","","BOTH_DIRECTIONS","CONSTRUCTION","","","","","","","","","07:00-17:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.518800,43.642200],[-79.518700,43.642220],[-79.518700,43.642220],[-79.518600,43.642250]","Low","Low"
"Tor-RD1H2026-985-13","Eagle Rd","Eagle Rd 16 m North of Van Dusen Blvd to 2 m North of Van Dusen Blvd","ETOBICOKE","43.642360","-79.518760","Local Road","1","0","Toronto Hydro","1779668712000","1780138803000","1779793200000","1788210000000","Daily","0","","","Toronto Hydro","Valard Construction LP","Toronto Hydro","Toronto-TMC: Overhead Conversion Project.","No","Van Dusen Blvd","Van Dusen Blvd","","BOTH_DIRECTIONS","CONSTRUCTION","","","","","","","","","07:00-17:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.518760,43.642360],[-79.518710,43.642240]","Low","Low"
"Tor-RD1H2026-985-14","Eagle Rd","Eagle Rd 15 m North of Meadowvale Dr to 20 m South of Bloor St W","ETOBICOKE","43.643800","-79.519370","Local Road","1","0","Toronto Hydro","1779668712000","1780138803000","1779793200000","1788210000000","Daily","0","","","Toronto Hydro","Valard Construction LP","Toronto Hydro","Toronto-TMC: Overhead Conversion Project.","No","Meadowvale Dr","Bloor St W","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-17:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.519370,43.643800],[-79.519900,43.645040],[-79.519900,43.645040],[-79.519990,43.645260]","Low","Low"
"Tor-RD52026-871-1","Manstor Rd","Manstor Rd at Boncer Dr to 17 m West of Boncer Dr","ETOBICOKE","43.617770","-79.561260","Local Road","1","0","{"tabledata":[{"Option":"Toronto Water"","1775666416000","1780138803000","1775559600000","1781305200000","Daily","0","","","{"tabledata":[{"Option":"Toronto Water"","Robert B Somerville Co Ltd","{"tabledata":[{"Option":"Toronto Water"","Toronto-TMC: Part of the Watermain Rehabilitation Program, and being executed under City Contract # 26TW-CPI-01-CWD","No","Boncer Dr","Boncer Dr","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.561260,43.617770],[-79.561450,43.617730],[-79.561450,43.617730],[-79.561700,43.617680]","Low","Low"
"Tor-RD52026-2286","Shady Oaks Cres","Shady Oaks Cres 45 m Southwest of Chapleau Pl to 28 m Southwest of Chapleau Pl","NORTH YORK","43.726740","-79.362610","Local Road","1","0","{"tabledata":[{"Option":"Toronto Water"","1779713000000","1780138803000","1779879600000","1780441200000","Daily","0","","","{"tabledata":[{"Option":"Toronto Water"","Rabcon Contractors Ltd","{"tabledata":[{"Option":"Toronto Water"","Toronto-TMC: Installation of water and sewer for 9 Shady Oaks Cres","No","Chapleau Pl","Chapleau Pl","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.362610,43.726740],[-79.362520,43.726760],[-79.362380,43.726790],[-79.362360,43.726790]","Low","Low"
"Tor-RD52026-2177","Croatia St","Croatia St 63 m East of Collegiate Rd to 26 m East of Collegiate Rd","TORONTO","43.658020","-79.436280","Local Road","1","0","{"tabledata":[{"Option":"Toronto Water"","1779722480000","1780138803000","1779966000000","1780527600000","Daily","0","","","{"tabledata":[{"Option":"Toronto Water"","Rabcon Contractors Ltd","{"tabledata":[{"Option":"Toronto Water"","Toronto-TMC: Installation of new sanitary service for 1141 Bloor St W - All excavation on Croatia St","No","Collegiate Rd","Collegiate Rd","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.436280,43.658020],[-79.436720,43.657940]","Low","Low"
"Tor-RD1H2026-921-2","Kilbarry Rd","Kilbarry Rd 15 m East of Burton Rd to 63 m East of Burton Rd","TORONTO","43.692870","-79.414240","Local Road","1","0","Toronto Hydro","1778869463000","1780138803000","1779102000000","1784318400000","Daily","0","","","Toronto Hydro","Powerline Plus","Toronto Hydro","Toronto-TMC: Oh electrical work and civil work for break and tying the ducts","No","Burton Rd","Burton Rd","","BOTH_DIRECTIONS","ROAD_CLOSED","ROAD_CLOSED_CONSTRUCTION","","","","","","","","07:00-16:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.414240,43.692870],[-79.413660,43.692990]","Low","Low"
"Tor-RD52026-1220-1","Kennedy Rd","Kennedy Rd 243 m North of Brenda Cres to 144 m North of Brenda Cres","SCARBOROUGH","43.719590","-79.262560","Major Arterial Road","1","0","{"tabledata":[{"Option":"Other"","1779283493000","1780138803000","1778670000000","1782860400000","Daily","0","","","{"tabledata":[{"Option":"Other"","GIP Paving Inc.","{"tabledata":[{"Option":"Other"","Toronto-TMC: Project includes storm manholes and pipe removal and replacement, excavation, asphalt and concrete road base removal, and temporary and permanent restoration","No","Brenda Cres","Brenda Cres","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.262560,43.719590],[-79.262190,43.718730]","High","High"
"Tor-RD1H2026-739-13","Westhead Rd","Westhead Rd 9 m South of Dunning Cres to 17 m North of Highbury Dr","ETOBICOKE","43.603180","-79.554530","Local Road","1","0","Toronto Hydro","1777058862000","1780138803000","1777287600000","1787864400000","Daily","0","","","Toronto Hydro","Valard Construction LP","Toronto Hydro","Toronto-TMC: Form 1H - Application for work initiated by Hydro Only
Permit Status: Approved","No","Dunning Cres","Highbury Dr","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-17:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.554530,43.603180],[-79.554510,43.603130],[-79.554320,43.602730]","Low","Low"
"Tor-RD012026-198-2","Ceramic Rd","Ceramic Rd 8 m South of Le Page Crt to 17 m North of St Regis Cres N","NORTH YORK","43.759020","-79.484880","Local Road","1","0","Other","1771447350000","1780138803000","1773658800000","1782946800000","Monday To Saturday","0","","","Other","Ferpal Construction LTD","Other","Toronto-TMC: CIPP Watermain Lining of St. Regis Crescent from Keele St.  to Bakersfield St, Ceramic Rd. from Lepage Court to St. Regis Crescent, Ashwarren Rd. from Keele St. to Bakersfield St, Bakersfield St. from Ashwarren Rd. to Sheppard Ave W and Tuscan Gate from St. Regis Crescent to Sheppard Ave W.","No","Le Page Crt","St Regis Cres N","","BOTH_DIRECTIONS","ROAD_CLOSED","ROAD_CLOSED_CONSTRUCTION","07:00-19:00","07:00-19:00","07:00-19:00","07:00-19:00","07:00-19:00","07:00-19:00","","","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.484880,43.759020],[-79.484860,43.758960],[-79.484560,43.757510],[-79.484540,43.757360],[-79.484540,43.757360],[-79.484510,43.757250],[-79.484230,43.756570]","Low","Low"
"Tor-RD52026-2389","Cortleigh Blvd","Cortleigh Blvd 76 m East of Proudfoot Ave to 55 m East of Proudfoot Ave","TORONTO","43.711580","-79.418730","Local Road","1","0","{"tabledata":[{"Option":"Toronto Water"","1779831294000","1780138803000","1779879600000","1780441200000","Daily","0","","","{"tabledata":[{"Option":"Toronto Water"","Rabcon Contractors Ltd","{"tabledata":[{"Option":"Toronto Water"","Toronto-TMC: Installation of new water and sanitary service for 262 Cortleigh Blvd","No","Proudfoot Ave","Proudfoot Ave","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.418730,43.711580],[-79.418980,43.711520]","Low","Low"
"Tor-RD52026-1164-4","Dunraven Dr","Dunraven Dr 2 m West of Scott Rd to 12 m East of Ln E Keele N Dunraven","YORK","43.684550","-79.470080","Local Road","1","0","{"tabledata":[{"Option":"Toronto Water"","1777392517000","1780138803000","1777374000000","1790803800000","Daily","0","","","{"tabledata":[{"Option":"Toronto Water"","Drainstar Contracting Ltd","{"tabledata":[{"Option":"Toronto Water"","Toronto-TMC: BASEMENT FLOODING PROTECTION PROGRAM","No","Scott Rd","Ln E Keele N Dunraven","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-17:30","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.470080,43.684550],[-79.471710,43.684170]","Low","Low"
"Tor-RD52026-759-4","Oriole Pkwy","Oriole Pkwy 10 m North of Chaplin Cres to 3 m South of Eglinton Ave W","TORONTO","43.697960","-79.403270","Minor Arterial Road","1","0","{"tabledata":[{"Option":"Transportation Services"","1776091252000","1780138803000","1776078000000","1782860400000","Daily","0","","","{"tabledata":[{"Option":"Transportation Services"","2489960 Ontario Inc (KORE Infrastructure Group)","{"tabledata":[{"Option":"Transportation Services"","Toronto-TMC: COT Contract: 25ECS-LU-06SU - Watermain Installation and Surface Restoration. 

Completing remaining restoration and road work.

Residents access through the street will be maintained at all times.

PDOs on site when required working in lit intersections.","No","Chaplin Cres","Eglinton Ave W","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.403270,43.697960],[-79.403460,43.698450],[-79.403460,43.698450],[-79.404060,43.700000],[-79.404060,43.700000],[-79.404810,43.701830],[-79.404810,43.701830],[-79.405050,43.702330],[-79.405050,43.702330],[-79.405390,43.703240],[-79.405390,43.703240],[-79.406100,43.705060]","Low","Low"
"Tor-RD52026-759-5","Oriole Pkwy","Oriole Pkwy 3 m South of Eglinton Ave W to 10 m North of Chaplin Cres","TORONTO","43.705060","-79.406090","Minor Arterial Road","1","0","{"tabledata":[{"Option":"Transportation Services"","1776091252000","1780138803000","1776078000000","1782860400000","Daily","0","","","{"tabledata":[{"Option":"Transportation Services"","2489960 Ontario Inc (KORE Infrastructure Group)","{"tabledata":[{"Option":"Transportation Services"","Toronto-TMC: COT Contract: 25ECS-LU-06SU - Watermain Installation and Surface Restoration. 

Completing remaining restoration and road work.

Residents access through the street will be maintained at all times.

PDOs on site when required working in lit intersections.","No","Eglinton Ave W","Chaplin Cres","","BOTH_DIRECTIONS","CONSTRUCTION","","","","","","","","","07:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.406090,43.705060],[-79.405390,43.703240],[-79.405390,43.703240],[-79.405050,43.702330],[-79.405050,43.702330],[-79.404810,43.701830],[-79.404810,43.701830],[-79.404060,43.700000],[-79.404060,43.700000],[-79.403460,43.698450],[-79.403460,43.698450],[-79.403270,43.697960]","Low","Low"
"Tor-RD1H2026-739-19","Dunning Cres","Dunning Cres 13 m West of Westhead Rd to 46 m West of Westhead Rd","ETOBICOKE","43.601770","-79.554090","Local Road","1","0","Toronto Hydro","1777058862000","1780138803000","1777287600000","1787864400000","Daily","0","","","Toronto Hydro","Valard Construction LP","Toronto Hydro","Toronto-TMC: Form 1H - Application for work initiated by Hydro Only
Permit Status: Approved","No","Westhead Rd","Westhead Rd","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-17:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.554090,43.601770],[-79.554210,43.601740],[-79.554250,43.601740],[-79.554370,43.601720],[-79.554490,43.601700],[-79.554490,43.601700]","Low","Low"
"Tor-RD52026-663-8","Greenwood Ave","Greenwood Ave 8 m South of Glebeholme Blvd to 7 m North of Strathmore Blvd","TORONTO","43.683860","-79.333380","Minor Arterial Road","1","0","{"tabledata":[{"Option":"Transportation Services"","1774369871000","1780138803000","1774868400000","1785538800000","Daily","0","","","{"tabledata":[{"Option":"Transportation Services"","2489960 Ontario Inc (KORE Infrastructure Group)","{"tabledata":[{"Option":"Transportation Services"","Toronto-TMC: Complete remaining restoration work. Including road recon and paving.","No","Glebeholme Blvd","Strathmore Blvd","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.333380,43.683860],[-79.332740,43.682340]","Low","Low"
"Tor-RD52026-663-9","Greenwood Ave","Greenwood Ave 7 m South of Milverton Blvd to 9 m North of Glebeholme Blvd","TORONTO","43.684650","-79.333730","Minor Arterial Road","1","0","{"tabledata":[{"Option":"Transportation Services"","1774369871000","1780138803000","1774868400000","1785538800000","Daily","0","","","{"tabledata":[{"Option":"Transportation Services"","2489960 Ontario Inc (KORE Infrastructure Group)","{"tabledata":[{"Option":"Transportation Services"","Toronto-TMC: Complete remaining restoration work. Including road recon and paving.","No","Milverton Blvd","Glebeholme Blvd","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.333730,43.684650],[-79.333440,43.684000]","Low","Low"
"Tor-RD52026-663-6","Greenwood Ave","Greenwood Ave 6 m South of Springdale Blvd to 6 m North of Milverton Blvd","EAST YORK and TORONTO","43.685410","-79.334040","Minor Arterial Road","1","0","{"tabledata":[{"Option":"Transportation Services"","1774369871000","1780138803000","1774868400000","1785538800000","Daily","0","","","{"tabledata":[{"Option":"Transportation Services"","2489960 Ontario Inc (KORE Infrastructure Group)","{"tabledata":[{"Option":"Transportation Services"","Toronto-TMC: Complete remaining restoration work. Including road recon and paving.","No","Springdale Blvd","Milverton Blvd","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.334040,43.685410],[-79.333900,43.685080],[-79.333900,43.685080],[-79.333780,43.684770]","Low","Low"
"Tor-RD52026-663-7","Greenwood Ave","Greenwood Ave 6 m South of Milverton Blvd to 8 m North of Glebeholme Blvd","TORONTO","43.684660","-79.333730","Minor Arterial Road","1","0","{"tabledata":[{"Option":"Transportation Services"","1774369871000","1780138803000","1774868400000","1785538800000","Daily","0","","","{"tabledata":[{"Option":"Transportation Services"","2489960 Ontario Inc (KORE Infrastructure Group)","{"tabledata":[{"Option":"Transportation Services"","Toronto-TMC: Complete remaining restoration work. Including road recon and paving.","No","Milverton Blvd","Glebeholme Blvd","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.333730,43.684660],[-79.333440,43.684000]","Low","Low"
"Tor-RD52026-870-4","Alanmeade Cres","Alanmeade Cres 141 m North of Harrop Ave to 146 m North of Harrop Ave","ETOBICOKE","43.655540","-79.557800","Local Road","1","0","{"tabledata":[{"Option":"Toronto Water"","1775517868000","1780138803000","1776164400000","1794607200000","Daily","0","","","{"tabledata":[{"Option":"Toronto Water"","Robert B Somerville Co Ltd","{"tabledata":[{"Option":"Toronto Water"","Toronto-TMC: Watermain Rehabilitation Project (26TW-CPI-01CWD)","No","Harrop Ave","Harrop Ave","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-17:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.557800,43.655540],[-79.557840,43.655560],[-79.557920,43.655550],[-79.558000,43.655520],[-79.558090,43.655480],[-79.558150,43.655460],[-79.558180,43.655450],[-79.558780,43.655310],[-79.558920,43.655290],[-79.559000,43.655280],[-79.559050,43.655280]","Low","Low"
"Tor-RD1H2026-933-5","Coules Crt","Coules Crt 45 m Southeast of Ecker Dr to 19 m West of Brown's Line","ETOBICOKE","43.607120","-79.549340","Local Road","1","0","Toronto Hydro","1780000127000","1780138803000","1779966000000","1788210000000","Daily","0","","","Toronto Hydro","Valard Construction LP","Toronto Hydro","Toronto-TMC: Overhead voltage conversion
**The application submitted is just for phase A only, we will be submitting separate applications for the other phases.
let me know if you require any additional information.** no work will be conducted on Brow's line until we get approval from Nader","No","Ecker Dr","Brown's Line","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-17:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.549340,43.607120],[-79.547960,43.607420]","Low","Low"
"Tor-RD52026-1849-1","Cynthia Rd","Cynthia Rd 6 m East of Scarlett Rd to Frimette Cres","YORK","43.677480","-79.506290","Local Road","1","0","{"tabledata":[{"Option":"Toronto Water"","1778769531000","1780138803000","1778238000000","1793577600000","Daily","0","","","{"tabledata":[{"Option":"Toronto Water"","Ferpal Construction LTD","{"tabledata":[{"Option":"Toronto Water"","Toronto-TMC: CIPP Watermain Rehabilitation of Firmette Crescent, Cynthia Rd. and Brendwin Rd.","No","Scarlett Rd","Frimette Cres","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.506290,43.677480],[-79.505770,43.677590],[-79.505010,43.677680],[-79.505010,43.677680],[-79.504840,43.677720],[-79.504730,43.677750],[-79.504620,43.677820],[-79.504520,43.677910],[-79.504430,43.678040],[-79.504360,43.678200],[-79.504290,43.678370],[-79.504220,43.678520],[-79.504150,43.678680],[-79.504070,43.678800],[-79.503980,43.678900],[-79.503870,43.678990],[-79.503770,43.679080],[-79.503670,43.679180],[-79.503630,43.679210],[-79.503510,43.679340]","Low","Low"
"Tor-RD52026-1849-2","Cynthia Rd","Cynthia Rd from Frimette Cres to end of road","YORK","43.679340","-79.503510","Local Road","1","0","{"tabledata":[{"Option":"Toronto Water"","1778769531000","1780138803000","1778238000000","1793577600000","Daily","0","","","{"tabledata":[{"Option":"Toronto Water"","Ferpal Construction LTD","{"tabledata":[{"Option":"Toronto Water"","Toronto-TMC: CIPP Watermain Rehabilitation of Firmette Crescent, Cynthia Rd. and Brendwin Rd.","No","Frimette Cres","road","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.503510,43.679340],[-79.501520,43.679870],[-79.501450,43.679900],[-79.501400,43.679940],[-79.501400,43.679940],[-79.501380,43.679980],[-79.501380,43.680060],[-79.501430,43.680170]","Low","Low"
"Tor-RD52026-1849-3","Cynthia Rd","Cynthia Rd from end of road to Frimette Cres","YORK","43.680170","-79.501430","Local Road","1","0","{"tabledata":[{"Option":"Toronto Water"","1778769531000","1780138803000","1778238000000","1793577600000","Daily","0","","","{"tabledata":[{"Option":"Toronto Water"","Ferpal Construction LTD","{"tabledata":[{"Option":"Toronto Water"","Toronto-TMC: CIPP Watermain Rehabilitation of Firmette Crescent, Cynthia Rd. and Brendwin Rd.","No","road","Frimette Cres","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.501430,43.680170],[-79.501380,43.680060],[-79.501380,43.679980],[-79.501400,43.679940],[-79.501400,43.679940],[-79.501450,43.679900],[-79.501520,43.679870],[-79.503510,43.679340]","Low","Low"
"Tor-RD52026-1849-6","Cynthia Rd","Cynthia Rd from Frimette Cres to Frimette Cres","YORK","43.679340","-79.503510","Local Road","1","0","{"tabledata":[{"Option":"Toronto Water"","1778769531000","1780138803000","1778238000000","1793577600000","Daily","0","","","{"tabledata":[{"Option":"Toronto Water"","Ferpal Construction LTD","{"tabledata":[{"Option":"Toronto Water"","Toronto-TMC: CIPP Watermain Rehabilitation of Firmette Crescent, Cynthia Rd. and Brendwin Rd.","No","Frimette Cres","Frimette Cres","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.503510,43.679340],[-79.503630,43.679210],[-79.503670,43.679180],[-79.503770,43.679080],[-79.503870,43.678990],[-79.503980,43.678900],[-79.504070,43.678800],[-79.504150,43.678680],[-79.504220,43.678520],[-79.504290,43.678370],[-79.504360,43.678200],[-79.504430,43.678040],[-79.504520,43.677910],[-79.504620,43.677820],[-79.504730,43.677750],[-79.504840,43.677720],[-79.505010,43.677680]","Low","Low"
