ID,Road,Name,District,RoadClass,Planned,Latitude,Longitude,StartTime,EndTime,MaxImpact,CurrImpact,Type,SubType,DirectionsAffected,WorkEventType,Signing
Tor-RD1H2026-1033-2,Kingsview Blvd,Kingsview Blvd 19 m East of Kipling Ave to 12 m East of Garview Crt,ETOBICOKE,Local Road,1,43.696980,-79.559640,1780916400000,1781305200000,Low,None,ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,BOTH_DIRECTIONS,Toronto Hydro,
Tor-RD1H2026-1033-1,Worthview Crt,Worthview Crt from Kingsview Blvd to end of road,ETOBICOKE,Local Road,1,43.697300,-79.558330,1780916400000,1781305200000,Low,None,ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,BOTH_DIRECTIONS,Toronto Hydro,
Tor-RD1S2026-662-7,Morrow Ave,Morrow Ave 9 m Southwest of end of road to end of road,TORONTO,Local Road,1,43.652980,-79.446700,1780423200000,1780437600000,Low,Low,ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,BOTH_DIRECTIONS,Other,
Tor-RD1S2026-662-6,Morrow Ave,Morrow Ave 8 m Northeast of Silver Ave to end of road,TORONTO,Local Road,1,43.652670,-79.446960,1780340400000,1780351200000,Low,Low,CONSTRUCTION,,ONE_DIRECTION,Other,
Tor-RD1S2026-662-5,Morrow Ave,Morrow Ave 9 m Northeast of Dundas St W to 5 m Southwest of Silver Ave,TORONTO,Local Road,1,43.651970,-79.447550,1780416000000,1780426800000,Low,Low,CONSTRUCTION,,ONE_DIRECTION,Other,
Tor-RD1S2026-662-4,Ln N Dundas E Golden,Ln N Dundas E Golden 45 m Southeast of Golden Ave to 29 m Northwest of Morrow Ave,TORONTO,Unknown,1,43.652750,-79.448390,1780412400000,1780421400000,Low,Low,CONSTRUCTION,,ONE_DIRECTION,Other,
Tor-RD1S2026-662-3,Silver Ave,Silver Ave 49 m Southeast of Golden Ave to 7 m Northwest of Morrow Ave,TORONTO,Local Road,1,43.653070,-79.448070,1780398000000,1780412400000,Low,Low,CONSTRUCTION,,ONE_DIRECTION,Other,
Tor-RD1S2026-662-2,Golden Ave,Golden Ave 46 m Northeast of Silver Ave to 3 m Northeast of Silver Ave,TORONTO,Local Road,1,43.653650,-79.448290,1780326000000,1780329600000,Low,Low,CONSTRUCTION,,ONE_DIRECTION,Other,
Tor-RD1S2026-662-1,Golden Ave,Golden Ave at end of road to 48 m Northeast of Silver Ave,TORONTO,Local Road,1,43.654210,-79.447810,1780311600000,1780326000000,Low,Low,CONSTRUCTION,,ONE_DIRECTION,Other,
Tor-RD52026-2331-1,The Queensway,The Queensway 3 m West of Wesley St to 14 m West of Wesley St,ETOBICOKE,Major Arterial Road,1,43.627020,-79.499580,1780405200000,1780603200000,High,None,CONSTRUCTION,,ONE_DIRECTION,"{tabledata"":[{""Option"":""Toronto Water""""",
Tor-RD52026-2331-2,Penhurst Ave,Penhurst Ave 3 m South of The Queensway to 11 m South of The Queensway,ETOBICOKE,Local Road,1,43.626780,-79.500540,1780405200000,1780603200000,Low,None,CONSTRUCTION,,ONE_DIRECTION,"{tabledata"":[{""Option"":""Toronto Water""""",
Tor-RD52026-2331-3,The Queensway,The Queensway 3 m West of Wesley St to 13 m West of Wesley St,ETOBICOKE,Major Arterial Road,1,43.627020,-79.499580,1780405200000,1780603200000,High,None,CONSTRUCTION,,ONE_DIRECTION,"{tabledata"":[{""Option"":""Toronto Water""""",
Tor-RD52026-2331-4,The Queensway,The Queensway 3 m West of Wesley St to 13 m West of Wesley St,ETOBICOKE,Major Arterial Road,1,43.627020,-79.499580,1780405200000,1780603200000,High,None,CONSTRUCTION,,ONE_DIRECTION,"{tabledata"":[{""Option"":""Toronto Water""""",
Tor-RD52026-2331-5,The Queensway,The Queensway 4 m West of Wesley St to 14 m West of Wesley St,ETOBICOKE,Major Arterial Road,1,43.627020,-79.499580,1780405200000,1780603200000,High,None,CONSTRUCTION,,ONE_DIRECTION,"{tabledata"":[{""Option"":""Toronto Water""""",
Tor-RD52026-2326,Lake Shore Blvd W,Lake Shore Blvd W at Mimico Ave to 8 m South of Mimico Ave,ETOBICOKE,Major Arterial Road,1,43.613780,-79.489310,1780405200000,1780430400000,High,None,CONSTRUCTION,,ONE_DIRECTION,"{tabledata"":[{""Option"":""Toronto Water""""",
Tor-RD52026-2282,Lake Shore Blvd W,Lake Shore Blvd W 24 m Northeast of Brown's Line to 3 m Northeast of Brown's Line,ETOBICOKE,Major Arterial Road,1,43.592390,-79.542570,1780405200000,1780603200000,High,None,CONSTRUCTION,,ONE_DIRECTION,"{tabledata"":[{""Option"":""Toronto Water""""",
Tor-RD042026-681-1,Lower Sherbourne St,Lower Sherbourne St 24 m North of C N R to 33 m South of C N R,TORONTO,Minor Arterial Road,1,43.647450,-79.366580,1780365600000,1780390800000,Low,None,CONSTRUCTION,,ONE_DIRECTION,Metrolinx,
Tor-RD042026-681-2,Lower Sherbourne St,Lower Sherbourne St 23 m North of C N R to 34 m South of C N R,TORONTO,Minor Arterial Road,1,43.647440,-79.366570,1780452000000,1780477200000,Low,None,CONSTRUCTION,,ONE_DIRECTION,Metrolinx,
Tor-RD042026-681-3,Lower Sherbourne St,Lower Sherbourne St 25 m North of C N R to 34 m North of F G Gardiner Xy W,TORONTO,Minor Arterial Road,1,43.647460,-79.366580,1780538400000,1780650000000,Low,None,CONSTRUCTION,,BOTH_DIRECTIONS,Metrolinx,
Tor-RD042026-681-6,Lower Jarvis St,Lower Jarvis St 39 m North of C P R to 26 m North of Gardiner W Yonge N Ramp,TORONTO,Major Arterial Road,1,43.646770,-79.370330,1781748000000,1781841540000,Medium,None,CONSTRUCTION,,BOTH_DIRECTIONS,Metrolinx,
Tor-RD042026-681-5,Lower Jarvis St,Lower Jarvis St 38 m North of C P R to 26 m North of Gardiner W Yonge N Ramp,TORONTO,Major Arterial Road,1,43.646760,-79.370330,1781661600000,1781686800000,Medium,None,CONSTRUCTION,,ONE_DIRECTION,Metrolinx,
Tor-RD042026-681-4,Lower Jarvis St,Lower Jarvis St 37 m North of C P R to 26 m South of C P R,TORONTO,Major Arterial Road,1,43.646750,-79.370330,1781575200000,1781600400000,Medium,None,CONSTRUCTION,,ONE_DIRECTION,Metrolinx,
Tor-RD52026-2116-12,Sheppard Ave W,Sheppard Ave W 17 m West of Bryant St to 28 m East of Harlock Blvd,NORTH YORK,Major Arterial Road,1,43.754460,-79.443660,1780916400000,1781125200000,High,High,CONSTRUCTION,,ONE_DIRECTION,"{tabledata"":[{""Option"":""Toronto Water""""",
Tor-RD52026-2116-11,Sheppard Ave W,Sheppard Ave W 8 m West of Faywood Blvd to 25 m West of Faywood Blvd,NORTH YORK,Major Arterial Road,1,43.752670,-79.452010,1780916400000,1781125200000,High,High,CONSTRUCTION,,ONE_DIRECTION,"{tabledata"":[{""Option"":""Toronto Water""""",
Tor-RD52026-2116-10,Sheppard Ave W,Sheppard Ave W 73 m West of Faywood Blvd to 9 m West of Faywood Blvd,NORTH YORK,Major Arterial Road,1,43.752510,-79.452790,1780916400000,1781125200000,High,High,CONSTRUCTION,,ONE_DIRECTION,"{tabledata"":[{""Option"":""Toronto Water""""",
Tor-RD52026-2116-9,Sheppard Ave W,Sheppard Ave W 5 m East of Ln E Wilson Heights S Sheppard to 12 m West of Faywood Blvd,NORTH YORK,Major Arterial Road,1,43.752110,-79.454720,1780916400000,1781125200000,High,High,CONSTRUCTION,,ONE_DIRECTION,"{tabledata"":[{""Option"":""Toronto Water""""",
Tor-RD52026-2116-8,Sheppard Ave W,Sheppard Ave W 22 m West of Bryant St to 25 m East of Harlock Blvd,NORTH YORK,Major Arterial Road,1,43.754450,-79.443730,1780916400000,1781125200000,High,High,CONSTRUCTION,,ONE_DIRECTION,"{tabledata"":[{""Option"":""Toronto Water""""",
Tor-RD52026-2116-7,Sheppard Ave W,Sheppard Ave W 29 m East of Harlock Blvd to 18 m West of Bryant St,NORTH YORK,Major Arterial Road,1,43.754080,-79.445430,1780916400000,1781125200000,High,High,CONSTRUCTION,,ONE_DIRECTION,"{tabledata"":[{""Option"":""Toronto Water""""",
Tor-RD52026-2116-6,Sheppard Ave W,Sheppard Ave W 24 m West of Faywood Blvd to 9 m West of Faywood Blvd,NORTH YORK,Major Arterial Road,1,43.752630,-79.452210,1780311600000,1780606800000,High,High,CONSTRUCTION,,ONE_DIRECTION,"{tabledata"":[{""Option"":""Toronto Water""""",
Tor-RD52026-2116-5,Sheppard Ave W,Sheppard Ave W 71 m West of Faywood Blvd to 9 m West of Faywood Blvd,NORTH YORK,Major Arterial Road,1,43.752510,-79.452770,1780311600000,1780606800000,High,High,CONSTRUCTION,,ONE_DIRECTION,"{tabledata"":[{""Option"":""Toronto Water""""",
Tor-RD52026-2116-4,Sheppard Ave W,Sheppard Ave W 24 m West of Faywood Blvd to 9 m East of Ln E Wilson Heights S Sheppard,NORTH YORK,Major Arterial Road,1,43.752630,-79.452210,1780311600000,1780606800000,High,High,CONSTRUCTION,,ONE_DIRECTION,"{tabledata"":[{""Option"":""Toronto Water""""",
Tor-RD52026-2116-3,Sheppard Ave W,Sheppard Ave W 25 m West of Faywood Blvd to 10 m East of Ln E Wilson Heights S Sheppard,NORTH YORK,Major Arterial Road,1,43.752630,-79.452210,1780311600000,1780606800000,High,High,CONSTRUCTION,,ONE_DIRECTION,"{tabledata"":[{""Option"":""Toronto Water""""",
Tor-RD52026-2116-2,Sheppard Ave W,Sheppard Ave W 29 m East of Harlock Blvd to 17 m West of Bryant St,NORTH YORK,Major Arterial Road,1,43.754080,-79.445430,1780311600000,1780606800000,High,High,CONSTRUCTION,,ONE_DIRECTION,"{tabledata"":[{""Option"":""Toronto Water""""",
Tor-RD52026-2116-1,Sheppard Ave W,Sheppard Ave W 18 m West of Bryant St to 28 m East of Harlock Blvd,NORTH YORK,Major Arterial Road,1,43.754460,-79.443680,1780311600000,1780606800000,High,High,CONSTRUCTION,,ONE_DIRECTION,"{tabledata"":[{""Option"":""Toronto Water""""",
11808617-8,Don Valley Parkway N,Don Valley Parkway N before C N R to York Mills Rd,TORONTO,Expressway,1,43.663172,-79.355341,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-9,Don Valley Parkway N,Don Valley Parkway N before C N R to York Mills Rd,TORONTO,Expressway,1,43.663776,-79.355525,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-25,Don Valley Parkway N,Don Valley Parkway N before C N R to York Mills Rd,EAST YORK,Expressway,1,43.697841,-79.349632,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-41,Don Valley Parkway N,Don Valley Parkway N before C N R to York Mills Rd,NORTH YORK,Expressway,1,43.726801,-79.330326,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-42,Don Valley Parkway N,Don Valley Parkway N before C N R to York Mills Rd,NORTH YORK,Expressway,1,43.730564,-79.330685,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-40,Don Valley Parkway N,Don Valley Parkway N before C N R to York Mills Rd,NORTH YORK,Expressway,1,43.723164,-79.330070,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-66,Bayview Bloor Dvp N Ramp,"Bayview Bloor Dvp Ramp beyond C N R, to Bayview Bloor Dvp N Ramp, to beyond Don Valley Parkway N",EAST YORK,Expressway Ramp,1,43.683295,-79.360219,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-67,Dvp N Don Mills Rd S Ramp,Dvp N Don Mills Rd S Ramp from beyond Don Valley Parkway N to beyond Don Mills Rd,EAST YORK,Expressway Ramp,1,43.698077,-79.340526,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-68,Dvp N Don Mills Rd N Ramp,Dvp N Don Mills Rd N Ramp from before Don Mills Rd to beyond Don Mills Rd,EAST YORK,Unknown,1,43.699652,-79.336525,1780200000000,1780257600000,Low,Low,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-78,Dvp N Lawrence W Ramp,Dvp N Lawrence W Ramp from before Don Valley Parkway N to before Don Valley Parkway N,NORTH YORK,Expressway Ramp,1,43.741058,-79.331934,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-79,Lawrence W Dvp N Ramp,Lawrence W Dvp N Ramp from beyond Lawrence Ave E to before Don Valley Parkway N,NORTH YORK,Expressway Ramp,1,43.740221,-79.329091,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-44,Don Valley Parkway N,Don Valley Parkway N before C N R to York Mills Rd,NORTH YORK,Expressway,1,43.733077,-79.331190,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-45,Don Valley Parkway N,Don Valley Parkway N before C N R to York Mills Rd,NORTH YORK,Expressway,1,43.734121,-79.331419,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-43,Don Valley Parkway N,Don Valley Parkway N before C N R to York Mills Rd,NORTH YORK,Expressway,1,43.732713,-79.331111,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-69,Don Mills Rd N Dvp N Ramp,Don Mills Rd N Dvp N Ramp from Hepc to before Don Valley Parkway N,EAST YORK,Expressway Ramp,1,43.699235,-79.337632,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-70,Eglinton E Dvp N Ramp,Eglinton E Dvp N Ramp from before Don Valley Parkway N to beyond Don Valley Parkway N,NORTH YORK,Unknown,1,43.722643,-79.329932,1780200000000,1780257600000,Low,Low,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-18,Don Valley Parkway N,Don Valley Parkway N before C N R to York Mills Rd,EAST YORK,Expressway,1,43.679584,-79.362280,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-17,Don Valley Parkway N,Don Valley Parkway N before C N R to York Mills Rd,EAST YORK and TORONTO,Expressway,1,43.679156,-79.362243,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-28,Don Valley Parkway N,Don Valley Parkway N before C N R to York Mills Rd,EAST YORK,Expressway,1,43.699116,-79.339117,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-27,Don Valley Parkway N,Don Valley Parkway N before C N R to York Mills Rd,EAST YORK,Expressway Ramp,1,43.697860,-79.341043,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-29,Don Valley Parkway N,Don Valley Parkway N before C N R to York Mills Rd,EAST YORK,Expressway,1,43.700115,-79.337719,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-73,Wynford Dvp N Ramp,Wynford Dvp N Ramp beyond Wynford Dr to beyond Moccasin Trail Park Trl,NORTH YORK,Expressway Ramp,1,43.727097,-79.329993,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-72,Eglinton W Dvp N Ramp,Eglinton W Dvp N Ramp beyond Eglinton Ave E to beyond Eglinton E Dvp N Ramp,NORTH YORK,Expressway Ramp,1,43.724680,-79.329023,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-31,Don Valley Parkway N,Don Valley Parkway N before C N R to York Mills Rd,EAST YORK,Expressway,1,43.703048,-79.332471,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-32,Don Valley Parkway N,Don Valley Parkway N before C N R to York Mills Rd,EAST YORK,Expressway,1,43.703081,-79.332448,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-30,Don Valley Parkway N,Don Valley Parkway N before C N R to York Mills Rd,EAST YORK,Expressway,1,43.701600,-79.334182,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-50,Don Valley Parkway N,Don Valley Parkway N before C N R to York Mills Rd,NORTH YORK,Expressway,1,43.742836,-79.332238,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-71,Eglinton W Dvp N Ramp,Eglinton W Dvp N Ramp beyond Eglinton Ave E to beyond Eglinton E Dvp N Ramp,NORTH YORK,Expressway Ramp,1,43.723940,-79.327686,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-80,Dvp N York Mills Ramp,"Dvp N York Mills Ramp beyond Don Valley Parkway N, to Dvp N York Mills W Ramp, to beyond York Mills Rd",NORTH YORK,Expressway Ramp,1,43.755862,-79.334739,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-11,Don Valley Parkway N,Don Valley Parkway N before C N R to York Mills Rd,TORONTO,Expressway,1,43.667779,-79.356691,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-10,Don Valley Parkway N,Don Valley Parkway N before C N R to York Mills Rd,TORONTO,Expressway,1,43.664645,-79.355775,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-12,Don Valley Parkway N,Don Valley Parkway N before C N R to York Mills Rd,TORONTO,Expressway,1,43.668980,-79.357049,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-26,Don Valley Parkway N,Don Valley Parkway N before C N R to York Mills Rd,EAST YORK,Expressway,1,43.697347,-79.344544,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-46,Don Valley Parkway N,Don Valley Parkway N before C N R to York Mills Rd,NORTH YORK,Expressway,1,43.735553,-79.331746,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-48,Don Valley Parkway N,Don Valley Parkway N before C N R to York Mills Rd,NORTH YORK,Expressway,1,43.740810,-79.332094,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-47,Don Valley Parkway N,Don Valley Parkway N before C N R to York Mills Rd,NORTH YORK,Expressway,1,43.739497,-79.332088,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-13,Don Valley Parkway N,Don Valley Parkway N before C N R to York Mills Rd,TORONTO,Expressway,1,43.669560,-79.357269,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-14,Don Valley Parkway N,Don Valley Parkway N before C N R to York Mills Rd,TORONTO,Expressway,1,43.672418,-79.359597,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-15,Don Valley Parkway N,Don Valley Parkway N before C N R to York Mills Rd,TORONTO,Expressway,1,43.673401,-79.360411,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-16,Don Valley Parkway N,Don Valley Parkway N before C N R to York Mills Rd,TORONTO,Expressway,1,43.675689,-79.361490,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-49,Don Valley Parkway N,Don Valley Parkway N before C N R to York Mills Rd,NORTH YORK,Expressway,1,43.741538,-79.332097,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-81,Dvp N York Mills W Ramp,"Dvp N York Mills Ramp beyond Don Valley Parkway N, to Dvp N York Mills W Ramp, to beyond York Mills Rd",NORTH YORK,Expressway Ramp,1,43.758483,-79.333804,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-82,York Mills E Dvp N Ramp,York Mills E Dvp N Ramp beyond Don Valley Parkway N to before Don Valley Parkway N,NORTH YORK,Expressway Ramp,1,43.758341,-79.335091,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-51,Don Valley Parkway N,Don Valley Parkway N before C N R to York Mills Rd,NORTH YORK,Expressway,1,43.749561,-79.333427,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-52,Don Valley Parkway N,Don Valley Parkway N before C N R to York Mills Rd,NORTH YORK,Expressway,1,43.751984,-79.333705,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-75,Wynford Dvp N Ramp,Wynford Dvp N Ramp beyond Wynford Dr to beyond Moccasin Trail Park Trl,NORTH YORK,Expressway Ramp,1,43.730753,-79.330359,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-76,Lawrence E Dvp N Ramp,Lawrence E Dvp N Ramp from before Don Valley Parkway N to before Don Valley Parkway N,NORTH YORK,Unknown,1,43.739088,-79.332070,1780200000000,1780257600000,Low,Low,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-74,Wynford Dvp N Ramp,Wynford Dvp N Ramp beyond Wynford Dr to beyond Moccasin Trail Park Trl,NORTH YORK,Expressway Ramp,1,43.729281,-79.330160,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-83,York Mills E Dvp N Ramp,York Mills E Dvp N Ramp beyond Don Valley Parkway N to before Don Valley Parkway N,NORTH YORK,Expressway Ramp,1,43.758222,-79.334359,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-19,Don Valley Parkway N,Don Valley Parkway N before C N R to York Mills Rd,EAST YORK,Expressway,1,43.682773,-79.362099,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-20,Don Valley Parkway N,Don Valley Parkway N before C N R to York Mills Rd,EAST YORK,Expressway,1,43.685612,-79.360912,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-33,Don Valley Parkway N,Don Valley Parkway N before C N R to York Mills Rd,EAST YORK,Expressway,1,43.703220,-79.332354,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-34,Don Valley Parkway N,Don Valley Parkway N before C N R to York Mills Rd,EAST YORK,Expressway,1,43.706234,-79.331475,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-35,Don Valley Parkway N,Don Valley Parkway N before C N R to York Mills Rd,NORTH YORK and EAST YORK,Expressway,1,43.706518,-79.331422,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-21,Don Valley Parkway N,Don Valley Parkway N before C N R to York Mills Rd,EAST YORK,Expressway,1,43.687066,-79.360811,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-22,Don Valley Parkway N,Don Valley Parkway N before C N R to York Mills Rd,EAST YORK,Expressway,1,43.687123,-79.360807,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-53,Don Valley Parkway N,Don Valley Parkway N before C N R to York Mills Rd,NORTH YORK,Expressway,1,43.755311,-79.334610,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-54,Don Valley Parkway N,Don Valley Parkway N before C N R to York Mills Rd,NORTH YORK,Expressway,1,43.757997,-79.335533,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-55,Eastern Av E Dvp N Ramp,Eastern Av E Dvp N Ramp from before Eastern Ave Diversion to beyond Eastern Ave Diversion,TORONTO,Expressway Ramp,1,43.656918,-79.351445,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-56,Thompson St,"Thompson St before Queen St E Dvp N Ramp, to Queen St E Dvp N Ramp, to beyond Planning Boundary",TORONTO,Local Road,1,43.658756,-79.353705,1780200000000,1780257600000,Low,Low,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-57,Queen St E Dvp N Ramp,"Thompson St before Queen St E Dvp N Ramp, to Queen St E Dvp N Ramp, to beyond Planning Boundary",TORONTO,Expressway Ramp,1,43.658744,-79.353752,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-1,Don Valley Parkway N,Don Valley Parkway N before C N R to York Mills Rd,TORONTO,Expressway,1,43.653461,-79.348926,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-2,Don Valley Parkway N,Don Valley Parkway N before C N R to York Mills Rd,TORONTO,Expressway,1,43.653789,-79.349161,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-3,Don Valley Parkway N,Don Valley Parkway N before C N R to York Mills Rd,TORONTO,Expressway,1,43.655660,-79.351210,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-23,Don Valley Parkway N,Don Valley Parkway N before C N R to York Mills Rd,EAST YORK,Expressway,1,43.691387,-79.359098,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-24,Don Valley Parkway N,Don Valley Parkway N before C N R to York Mills Rd,EAST YORK,Expressway,1,43.696497,-79.353351,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-58,Dundas St E Dvp N Ramp,Dundas St E Dvp N Ramp beyond Dundas St E to beyond Planning Boundary,TORONTO,Expressway Ramp,1,43.662012,-79.354589,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-59,Dundas St E Dvp N Ramp,Dundas St E Dvp N Ramp beyond Dundas St E to beyond Planning Boundary,TORONTO,Expressway Ramp,1,43.663276,-79.355263,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-5,Don Valley Parkway N,Don Valley Parkway N before C N R to York Mills Rd,TORONTO,Expressway,1,43.658022,-79.353623,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-4,Don Valley Parkway N,Don Valley Parkway N before C N R to York Mills Rd,TORONTO,Expressway,1,43.656723,-79.352435,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-6,Don Valley Parkway N,Don Valley Parkway N before C N R to York Mills Rd,TORONTO,Expressway Ramp,1,43.660368,-79.354524,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-36,Don Valley Parkway N,Don Valley Parkway N before C N R to York Mills Rd,NORTH YORK,Expressway,1,43.709665,-79.329016,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-61,Royal Dr,"Danforth Ave before Royal Dr, to Royal Dr, to beyond Don Valley Parkway N",TORONTO,Expressway Ramp,1,43.676099,-79.359421,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-60,Danforth Ave,"Danforth Ave before Royal Dr, to Royal Dr, to beyond Don Valley Parkway N",TORONTO,Major Arterial Road,1,43.676034,-79.359764,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11808617-37,Don Valley Parkway N,Don Valley Parkway N before C N R to York Mills Rd,NORTH YORK,Expressway,1,43.712621,-79.325470,1780200000000,1780257600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Unknown,
